Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
20,Female,Spain,Undergraduate,TikTok,Entertainment,4.5,171,3.2,2.2,7.4,Medium,6.0
22,Male,Denmark,Undergraduate,Facebook,Networking,3.3,110,5.9,2.9,8.5,Medium,8.0
19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.2,135,3.7,1.5,7.7,High,7.0
21,Male,India,Undergraduate,WhatsApp,News,6.5,224,3.3,1.5,5.8,Very High,5.0
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.2,125,4.9,1.7,8.6,Medium,8.0
22,Male,Turkey,Undergraduate,TikTok,Entertainment,4.8,163,4.6,1.7,7.4,Medium,6.0
19,Female,USA,Undergraduate,Instagram,Entertainment,7.5,239,1.0,1.5,4.8,Very High,5.0
21,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.3,207,2.5,1.5,5.9,Very High,6.0
20,Female,France,Undergraduate,Instagram,Entertainment,3.8,144,3.6,1.3,8.2,Medium,7.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.6,140,2.7,1.2,7.6,High,6.0
19,Female,Spain,Undergraduate,Instagram,Entertainment,4.4,157,4.0,1.2,7.5,Medium,6.0
21,Male,Denmark,Undergraduate,Facebook,Networking,3.2,116,5.6,2.4,8.6,Medium,8.0
20,Female,Ireland,Undergraduate,TikTok,Entertainment,4.1,159,3.9,3.0,7.8,Medium,7.0
22,Male,India,Undergraduate,WhatsApp,Education,6.6,210,1.0,2.0,5.7,High,5.0
19,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.1,106,3.8,1.3,8.7,Medium,8.0
21,Male,Turkey,Undergraduate,Instagram,Entertainment,4.7,177,2.2,2.5,7.5,High,6.0
20,Female,USA,Undergraduate,TikTok,Entertainment,7.6,226,1.0,1.6,4.7,Very High,5.0
22,Male,Mexico,Undergraduate,WhatsApp,Education,6.4,195,1.7,0.6,5.8,Very High,6.0
19,Female,France,Undergraduate,Instagram,Entertainment,3.7,154,5.2,1.9,8.3,Medium,7.0
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.5,168,3.5,2.4,7.7,High,6.0
20,Female,Spain,Undergraduate,TikTok,Entertainment,4.3,166,1.9,2.2,7.6,High,6.0
22,Male,Denmark,Undergraduate,Facebook,Networking,3.1,128,4.7,1.6,8.7,Low,8.0
19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.0,161,3.9,2.3,7.9,High,7.0
21,Male,India,Undergraduate,WhatsApp,Education,6.7,196,3.0,0.3,5.6,Very High,5.0
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.0,123,3.8,2.1,8.8,Low,8.0
22,Male,Turkey,Undergraduate,TikTok,Entertainment,4.6,151,3.1,2.4,7.6,Medium,6.0
19,Female,USA,Undergraduate,Instagram,Entertainment,7.7,232,1.7,1.1,4.6,Very High,5.0
21,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.5,196,1.9,1.1,5.7,Very High,6.0
20,Female,France,Undergraduate,Instagram,Entertainment,3.6,123,4.9,2.5,8.4,Medium,7.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.4,152,3.7,2.4,7.8,High,6.0
19,Female,Spain,Undergraduate,Instagram,Entertainment,4.2,166,4.1,2.6,7.7,Medium,6.0
21,Male,Denmark,Undergraduate,Facebook,Networking,3.0,125,5.6,2.7,8.8,Low,8.0
20,Female,Ireland,Undergraduate,TikTok,Entertainment,3.9,135,3.5,2.6,8.0,Medium,7.0
22,Male,India,Undergraduate,WhatsApp,Networking,6.8,212,1.9,1.7,5.5,Very High,5.0
19,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.9,118,4.0,2.4,8.9,Low,8.0
21,Male,Turkey,Undergraduate,Instagram,Entertainment,4.5,146,3.8,1.9,7.7,Medium,6.0
20,Female,USA,Undergraduate,TikTok,Entertainment,7.8,240,1.0,0.9,4.5,Very High,5.0
22,Male,Mexico,Undergraduate,WhatsApp,Entertainment,6.6,217,1.0,0.7,5.6,Very High,6.0
19,Female,France,Undergraduate,Instagram,Entertainment,3.5,121,4.5,1.6,8.5,Medium,7.0
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.3,155,3.2,1.8,7.9,Medium,6.0
20,Female,Spain,Undergraduate,TikTok,Entertainment,4.1,155,3.0,2.1,7.8,Medium,6.0
22,Male,Denmark,Undergraduate,Facebook,Networking,2.9,117,4.8,3.0,8.9,Low,8.0
19,Female,Ireland,Undergraduate,Instagram,Entertainment,3.8,131,3.3,2.0,8.1,Medium,7.0
21,Male,India,Undergraduate,WhatsApp,Networking,6.9,219,1.4,1.8,5.4,Very High,5.0
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.8,126,4.3,2.8,9.0,Low,8.0
22,Male,Turkey,Undergraduate,TikTok,Entertainment,4.4,143,4.2,1.8,7.8,Medium,6.0
19,Female,USA,Undergraduate,Instagram,Entertainment,7.9,244,1.0,1.3,4.4,Very High,5.0
21,Male,Mexico,Undergraduate,WhatsApp,Networking,6.7,219,1.0,1.2,5.5,Very High,6.0
20,Female,France,Undergraduate,Instagram,Entertainment,3.4,122,4.1,2.8,8.6,Low,7.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.2,145,4.9,2.3,8.0,Medium,6.0
19,Female,Spain,Undergraduate,Instagram,Entertainment,4.0,160,4.3,1.4,7.9,High,6.0
21,Male,Denmark,Undergraduate,Facebook,Networking,2.8,109,5.0,2.4,9.0,Low,8.0
20,Female,Ireland,Undergraduate,TikTok,Entertainment,3.7,140,4.7,2.9,8.2,Medium,7.0
22,Male,India,Undergraduate,WhatsApp,News,7.0,205,1.0,1.2,5.3,Very High,5.0
19,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.7,129,5.3,2.5,9.1,Low,8.0
21,Male,Turkey,Undergraduate,Instagram,Entertainment,4.3,155,5.3,2.2,7.9,Medium,6.0
20,Female,USA,Undergraduate,TikTok,Entertainment,8.0,255,1.0,0.5,4.3,Very High,5.0
22,Male,Mexico,Undergraduate,WhatsApp,Networking,6.8,219,1.3,1.6,5.4,Very High,6.0
19,Female,France,Undergraduate,Instagram,Entertainment,3.3,121,5.1,1.5,8.7,Medium,7.0
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.1,140,4.6,1.7,8.1,Medium,6.0
20,Female,Spain,Undergraduate,TikTok,Entertainment,3.9,150,2.5,2.6,8.0,Medium,6.0
22,Male,Denmark,Undergraduate,Facebook,Networking,2.7,126,4.0,2.5,9.1,Low,8.0
19,Female,Ireland,Undergraduate,Instagram,Entertainment,3.6,120,4.6,1.9,8.3,Low,7.0
21,Male,India,Undergraduate,WhatsApp,Education,7.1,235,1.0,1.4,5.2,Very High,5.0
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.6,123,6.4,2.3,9.2,Medium,8.0
22,Male,Turkey,Undergraduate,TikTok,Entertainment,4.2,134,3.5,2.0,8.0,Medium,6.0
19,Female,USA,Undergraduate,Instagram,Entertainment,8.1,231,1.0,1.3,4.2,Very High,5.0
21,Male,Mexico,Undergraduate,WhatsApp,News,6.9,224,1.0,0.9,5.3,Very High,6.0
20,Female,France,Undergraduate,Instagram,Entertainment,3.2,138,2.6,2.2,8.8,Low,7.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.0,140,3.8,1.8,8.2,Medium,6.0
19,Female,Spain,Undergraduate,Instagram,Entertainment,3.8,145,4.0,1.3,8.1,High,6.0
21,Male,Denmark,Undergraduate,Facebook,Networking,2.6,129,5.1,1.9,9.2,Medium,8.0
20,Female,Ireland,Undergraduate,TikTok,Entertainment,3.5,124,5.4,2.9,8.4,Medium,7.0
22,Male,India,Undergraduate,WhatsApp,Education,7.2,214,1.8,1.4,5.1,Very High,5.0
19,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.5,126,5.4,1.7,9.3,Low,8.0
21,Male,Turkey,Undergraduate,Instagram,Entertainment,4.1,138,2.2,1.2,8.1,Medium,6.0
20,Female,USA,Undergraduate,TikTok,Entertainment,8.2,247,1.0,0.9,4.1,Very High,5.0
22,Male,Mexico,Undergraduate,WhatsApp,Education,7.0,217,1.4,2.0,5.2,Very High,6.0
19,Female,France,Undergraduate,Instagram,Entertainment,3.1,122,5.1,2.1,8.9,Low,7.0
21,Male,Canada,Undergraduate,Instagram,Entertainment,3.9,132,4.9,2.7,8.3,Medium,6.0
20,Female,Spain,Undergraduate,TikTok,Entertainment,3.7,144,3.4,2.3,8.2,Low,6.0
22,Male,Denmark,Undergraduate,Facebook,Networking,2.5,114,7.1,2.6,9.3,Low,8.0
19,Female,Ireland,Undergraduate,Instagram,Entertainment,3.4,118,3.8,1.5,8.5,Low,7.0
21,Male,India,Undergraduate,WhatsApp,News,7.3,226,1.3,1.6,5.0,Very High,5.0
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.4,87,4.3,2.2,9.4,Low,8.0
22,Male,Turkey,Undergraduate,TikTok,Entertainment,4.0,133,3.3,2.4,8.2,Medium,6.0
19,Female,USA,Undergraduate,Instagram,Entertainment,8.3,271,1.0,0.5,4.0,Very High,5.0
21,Male,Mexico,Undergraduate,WhatsApp,Education,7.1,222,1.0,1.3,5.1,Very High,6.0
20,Female,France,Undergraduate,Instagram,Entertainment,3.0,124,5.7,2.4,9.0,Low,7.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,3.8,155,4.4,2.0,8.4,Low,6.0
19,Female,Spain,Undergraduate,Instagram,Entertainment,3.6,143,4.3,2.3,8.3,Medium,6.0
21,Male,Denmark,Undergraduate,Facebook,Networking,2.4,116,6.7,2.3,9.4,Low,8.0
20,Female,Ireland,Undergraduate,TikTok,Entertainment,3.3,135,4.5,1.9,8.6,Medium,7.0
22,Male,India,Undergraduate,WhatsApp,Entertainment,7.4,229,1.0,2.0,4.9,Very High,5.0
19,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.3,107,5.1,2.9,9.5,Low,8.0
21,Male,Turkey,Undergraduate,Instagram,Entertainment,3.9,133,4.5,1.6,8.3,Medium,6.0
20,Female,USA,Undergraduate,TikTok,Entertainment,8.4,270,1.0,1.2,3.9,Very High,5.0
22,Male,Mexico,Undergraduate,WhatsApp,Education,7.2,212,1.0,0.8,5.0,Very High,6.0
19,Female,France,Undergraduate,Instagram,Entertainment,2.9,132,4.5,1.7,9.1,Low,7.0
21,Male,Canada,Undergraduate,Instagram,Entertainment,3.7,152,3.8,2.6,8.5,Medium,6.0
20,Female,Spain,Undergraduate,TikTok,Entertainment,3.5,117,4.2,1.3,8.4,High,6.0
22,Male,Denmark,Undergraduate,Facebook,Networking,2.3,110,4.6,2.9,9.5,Low,8.0
19,Female,Ireland,Undergraduate,Instagram,Entertainment,3.2,144,4.3,2.1,8.7,Medium,7.0
21,Male,India,Undergraduate,WhatsApp,News,7.5,234,1.0,1.0,4.8,Very High,5.0
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.2,93,6.4,2.7,9.6,Low,8.0
22,Male,Turkey,Undergraduate,TikTok,Entertainment,3.8,155,4.8,2.3,8.4,Medium,6.0
19,Female,USA,Undergraduate,Instagram,Entertainment,8.5,257,1.0,0.5,3.8,Very High,5.0
21,Male,Mexico,Undergraduate,WhatsApp,Entertainment,7.3,211,1.0,1.5,4.9,Very High,6.0
20,Female,France,Undergraduate,Instagram,Entertainment,2.8,104,5.3,2.4,9.2,Low,7.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,3.6,142,3.7,1.5,8.6,Medium,6.0
19,Female,Brazil,Undergraduate,WhatsApp,Education,6.2,198,1.0,1.4,6.3,Very High,6.0
21,Male,China,Undergraduate,WeChat,Entertainment,4.5,145,2.7,2.6,7.8,High,7.0
20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.8,151,3.7,2.9,8.2,Medium,8.0
22,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.7,146,2.4,2.2,7.5,High,7.0
19,Female,Singapore,Undergraduate,TikTok,Entertainment,5.1,160,3.0,1.1,7.0,Medium,6.0
21,Male,Malaysia,Undergraduate,WhatsApp,Networking,5.5,180,3.1,1.9,6.8,High,6.0
20,Female,UAE,Undergraduate,Instagram,Entertainment,6.5,188,1.0,1.8,6.5,Very High,5.0
22,Male,Poland,Undergraduate,Facebook,Networking,4.2,145,3.8,2.3,7.9,High,7.0
19,Female,India,Undergraduate,WhatsApp,Education,6.8,231,1.0,1.7,6.0,Very High,5.0
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.8,182,3.5,2.0,7.4,Medium,7.0
20,Female,Brazil,Undergraduate,Instagram,Entertainment,6.1,211,1.9,1.4,6.4,Very High,6.0
22,Male,China,Undergraduate,WeChat,Education,4.4,147,2.4,1.6,7.9,Medium,7.0
19,Female,Netherlands,Undergraduate,TikTok,Entertainment,3.7,119,3.3,1.1,8.3,High,8.0
21,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.6,172,3.4,2.0,7.6,Medium,7.0
20,Female,Singapore,Undergraduate,TikTok,Entertainment,5.2,169,3.6,1.8,6.9,High,6.0
22,Male,Malaysia,Undergraduate,WhatsApp,Entertainment,5.6,194,1.0,1.9,6.7,High,6.0
19,Female,UAE,Undergraduate,Instagram,Entertainment,6.6,194,1.7,0.7,6.4,Very High,5.0
21,Male,Poland,Undergraduate,Facebook,Networking,4.1,153,4.9,2.3,8.0,High,7.0
20,Female,India,Undergraduate,WhatsApp,Networking,6.9,220,1.0,2.3,5.9,Very High,5.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.7,178,3.7,1.9,7.5,Medium,7.0
19,Female,Brazil,Undergraduate,WhatsApp,Networking,6.0,179,1.4,1.5,6.5,Very High,6.0
21,Male,China,Undergraduate,WeChat,News,4.3,148,3.6,2.1,8.0,Medium,7.0
20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.6,154,3.1,3.1,8.4,Medium,8.0
22,Male,New Zealand,Undergraduate,Facebook,Networking,4.5,152,1.6,1.4,7.7,High,7.0
19,Female,Singapore,Undergraduate,TikTok,Entertainment,5.3,183,3.5,1.8,6.8,High,6.0
21,Male,Malaysia,Undergraduate,WhatsApp,Education,5.7,173,1.5,1.2,6.6,High,6.0
20,Female,UAE,Undergraduate,Instagram,Entertainment,6.7,221,1.0,1.1,6.3,Very High,5.0
22,Male,Poland,Undergraduate,Facebook,Networking,4.0,136,2.9,2.0,8.1,Low,7.0
19,Female,India,Undergraduate,WhatsApp,Entertainment,7.0,222,1.0,1.9,5.8,Very High,5.0
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.6,175,3.3,2.8,7.6,Medium,7.0
20,Female,Brazil,Undergraduate,TikTok,Entertainment,5.9,198,1.5,1.7,6.6,High,6.0
22,Male,China,Undergraduate,WeChat,News,4.2,148,4.1,1.8,8.1,Medium,7.0
19,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.5,119,4.9,3.4,8.5,Low,8.0
21,Male,New Zealand,Undergraduate,Facebook,Networking,4.4,148,3.9,1.7,7.8,Medium,7.0
20,Female,Singapore,Undergraduate,TikTok,Entertainment,5.4,193,2.8,1.4,6.7,High,6.0
22,Male,Malaysia,Undergraduate,WhatsApp,Networking,5.8,178,3.5,0.7,6.5,Medium,6.0
19,Female,UAE,Undergraduate,Instagram,Entertainment,6.8,221,1.0,2.0,6.2,High,5.0
21,Male,Poland,Undergraduate,Facebook,Networking,3.9,141,4.1,2.5,8.2,Low,7.0
20,Female,India,Undergraduate,WhatsApp,Networking,7.1,214,1.8,2.4,5.7,Very High,5.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.5,165,4.5,1.2,7.7,Medium,7.0
19,Female,Brazil,Undergraduate,WhatsApp,Entertainment,5.8,184,1.1,2.3,6.7,High,6.0
21,Male,China,Undergraduate,WeChat,Education,4.1,138,3.7,2.0,8.2,High,7.0
20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.4,131,5.7,2.6,8.6,Medium,8.0
22,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.3,162,4.1,1.1,7.9,Low,7.0
19,Female,Singapore,Undergraduate,TikTok,Entertainment,5.5,196,2.7,2.4,6.6,High,6.0
21,Male,Malaysia,Undergraduate,WhatsApp,News,5.9,197,1.9,1.9,6.4,High,6.0
20,Female,UAE,Undergraduate,Instagram,Entertainment,6.9,223,1.0,1.3,6.1,High,5.0
22,Male,Poland,Undergraduate,Facebook,Networking,3.8,151,4.4,2.4,8.3,Medium,7.0
19,Female,India,Undergraduate,WhatsApp,News,7.2,215,1.0,0.8,5.6,Very High,5.0
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.4,145,3.6,1.6,7.8,Medium,7.0
20,Female,Brazil,Undergraduate,TikTok,Entertainment,5.7,186,2.4,1.3,6.8,High,6.0
22,Male,China,Undergraduate,WeChat,Education,4.0,150,3.5,1.1,8.3,Medium,7.0
19,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.3,132,5.1,2.6,8.7,Low,8.0
21,Male,New Zealand,Undergraduate,Facebook,Networking,4.2,136,6.1,2.5,8.0,Medium,7.0
20,Female,Singapore,Undergraduate,TikTok,Entertainment,5.6,196,1.0,1.2,6.5,High,6.0
22,Male,Malaysia,Undergraduate,WhatsApp,News,6.0,189,2.3,1.7,6.3,High,6.0
19,Female,UAE,Undergraduate,Instagram,Entertainment,7.0,235,1.0,1.1,6.0,Very High,5.0
21,Male,Poland,Undergraduate,Facebook,Networking,3.7,145,4.8,2.2,8.4,Medium,7.0
20,Female,India,Undergraduate,WhatsApp,News,7.3,246,1.0,0.9,5.5,Very High,5.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.3,157,4.3,1.5,7.9,Medium,7.0
19,Female,Brazil,Undergraduate,WhatsApp,Education,5.6,186,3.3,2.1,6.9,High,6.0
21,Male,China,Undergraduate,WeChat,News,3.9,129,4.3,2.0,8.4,Medium,7.0
20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.2,120,5.7,3.2,8.8,Low,8.0
22,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.1,161,2.0,2.0,8.1,Medium,7.0
19,Female,Singapore,Undergraduate,TikTok,Entertainment,5.7,182,3.6,1.1,6.4,Very High,6.0
21,Male,Malaysia,Undergraduate,WhatsApp,Education,6.1,179,2.2,2.1,6.2,High,6.0
20,Female,UAE,Undergraduate,Instagram,Entertainment,7.1,211,1.8,1.5,5.9,Very High,5.0
22,Male,Poland,Undergraduate,Facebook,Networking,3.6,138,3.4,2.5,8.5,Medium,7.0
19,Female,India,Undergraduate,WhatsApp,Entertainment,7.4,235,1.0,1.7,5.4,Very High,5.0
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.2,169,3.9,1.6,8.0,High,7.0
20,Female,Spain,Undergraduate,Instagram,Entertainment,6.1,214,1.9,1.4,7.2,High,5.0
23,Male,Denmark,Graduate,Twitter,News,3.8,141,4.4,2.0,7.8,Medium,8.0
19,Female,Ireland,Undergraduate,TikTok,Entertainment,5.5,184,3.4,1.0,6.8,High,6.0
22,Male,India,Undergraduate,Facebook,Networking,7.2,237,1.0,1.1,5.9,Very High,4.0
21,Female,Switzerland,Undergraduate,Instagram,Entertainment,4.2,131,4.6,2.6,7.5,Medium,7.0
24,Male,Turkey,Graduate,TikTok,Entertainment,6.8,218,1.2,1.4,6.2,Very High,5.0
20,Female,USA,Undergraduate,Instagram,Entertainment,5.9,190,1.9,0.9,6.7,High,6.0
22,Male,Mexico,Undergraduate,Facebook,Networking,6.5,218,1.0,0.6,6.1,Very High,5.0
19,Female,France,Undergraduate,Twitter,News,4.7,174,3.7,2.7,7.4,Medium,7.0
23,Male,Canada,Graduate,Instagram,Entertainment,5.2,181,1.0,1.7,7.0,High,6.0
21,Female,UK,Undergraduate,TikTok,Entertainment,6.3,208,2.2,1.1,6.4,Medium,5.0
24,Male,Italy,Graduate,Facebook,Networking,4.9,174,1.9,1.6,7.3,High,7.0
20,Female,Russia,Undergraduate,Instagram,Entertainment,6.7,215,1.3,0.6,6.0,Very High,5.0
22,Male,China,Undergraduate,WeChat,Networking,5.8,179,2.1,2.3,6.5,Very High,6.0
19,Female,Japan,Undergraduate,Twitter,News,4.5,148,4.4,1.7,7.6,High,8.0
23,Male,Poland,Graduate,Facebook,Networking,6.4,214,1.5,2.1,6.3,Very High,5.0
21,Female,Finland,Undergraduate,Instagram,Entertainment,4.1,151,3.3,2.0,7.7,Medium,7.0
24,Male,Spain,Graduate,TikTok,Entertainment,6.6,199,1.0,2.1,6.2,High,5.0
20,Female,Denmark,Undergraduate,Instagram,Entertainment,4.4,170,4.6,2.0,7.4,High,7.0
22,Male,Ireland,Undergraduate,Twitter,News,5.7,206,2.7,2.0,6.8,High,6.0
19,Female,India,Undergraduate,Instagram,Entertainment,7.0,225,1.0,1.6,5.8,Very High,4.0
23,Male,Switzerland,Graduate,Facebook,Networking,4.3,141,3.5,2.2,7.5,Medium,7.0
21,Female,Turkey,Undergraduate,TikTok,Entertainment,6.9,234,1.0,1.4,6.1,Very High,5.0
24,Male,USA,Graduate,Instagram,Entertainment,5.6,174,2.7,1.5,6.9,High,6.0
20,Female,Mexico,Undergraduate,Facebook,Networking,6.2,197,1.0,2.4,6.3,Very High,5.0
21,Male,France,Undergraduate,Instagram,Entertainment,5.8,204,2.8,1.1,6.7,High,6.0
23,Female,Canada,Graduate,TikTok,Entertainment,4.9,167,3.2,1.8,7.3,High,7.0
20,Male,UK,Undergraduate,Facebook,Networking,6.4,194,3.5,1.4,6.2,High,5.0
22,Female,Italy,Undergraduate,Twitter,News,5.1,155,2.0,1.9,7.1,High,7.0
19,Male,Russia,Undergraduate,Instagram,Entertainment,6.7,206,1.2,1.1,6.0,Very High,4.0
24,Female,China,Graduate,WeChat,Networking,5.5,188,3.9,1.8,6.8,High,6.0
21,Male,Japan,Undergraduate,Twitter,News,4.3,160,4.7,1.8,7.6,Medium,8.0
23,Female,Poland,Graduate,Instagram,Entertainment,6.2,188,1.2,0.7,6.4,High,5.0
20,Male,Finland,Undergraduate,Facebook,Networking,4.5,143,3.7,1.9,7.4,High,7.0
22,Female,Spain,Undergraduate,TikTok,Entertainment,6.3,210,1.7,0.9,6.3,Very High,5.0
19,Male,Denmark,Undergraduate,Instagram,Entertainment,4.7,148,3.5,1.0,7.2,Medium,7.0
24,Female,Ireland,Graduate,Twitter,News,5.9,174,1.5,1.6,6.6,High,6.0
21,Male,India,Undergraduate,Facebook,Networking,7.1,221,1.0,1.5,5.7,Very High,4.0
23,Female,Switzerland,Graduate,Instagram,Entertainment,4.4,157,2.3,2.2,7.4,Medium,7.0
20,Male,Turkey,Undergraduate,TikTok,Entertainment,6.6,199,1.5,1.6,6.2,Very High,5.0
22,Female,USA,Undergraduate,Instagram,Entertainment,5.4,168,3.0,0.7,6.9,High,6.0
19,Male,Mexico,Undergraduate,Facebook,Networking,6.5,196,1.3,0.7,6.1,Very High,5.0
24,Female,France,Graduate,Twitter,News,4.8,158,1.9,2.8,7.3,Medium,7.0
21,Male,Canada,Undergraduate,Instagram,Entertainment,5.7,167,3.1,1.1,6.7,High,6.0
23,Female,UK,Graduate,TikTok,Entertainment,6.1,177,2.2,1.8,6.4,Very High,5.0
20,Male,Italy,Undergraduate,Facebook,Networking,4.6,154,2.8,1.5,7.2,High,7.0
22,Female,Russia,Undergraduate,Instagram,Entertainment,6.8,195,1.0,1.3,5.9,High,4.0
19,Male,China,Undergraduate,WeChat,Entertainment,5.6,177,1.2,1.3,6.8,High,6.0
24,Female,Japan,Graduate,Twitter,News,4.2,153,3.0,2.2,7.5,Medium,8.0
21,Male,Poland,Undergraduate,TikTok,Entertainment,6.3,183,1.3,1.5,6.3,High,5.0
23,Female,Finland,Graduate,Instagram,Entertainment,4.4,159,4.6,1.7,7.4,Medium,7.0
20,Male,Spain,Undergraduate,Facebook,Networking,6.5,211,1.0,0.8,6.2,Very High,5.0
22,Female,Denmark,Undergraduate,Twitter,News,4.6,162,3.9,2.0,7.3,High,7.0
19,Male,Ireland,Undergraduate,Instagram,Entertainment,5.8,195,1.8,0.9,6.6,High,6.0
24,Female,India,Graduate,TikTok,Entertainment,7.0,232,1.2,1.5,5.8,Very High,4.0
21,Male,Switzerland,Undergraduate,Facebook,Networking,4.5,139,3.4,3.2,7.3,High,7.0
23,Female,Turkey,Graduate,Instagram,Entertainment,6.7,198,2.0,2.0,6.1,Very High,5.0
20,Male,USA,Undergraduate,Twitter,News,5.5,174,2.1,2.0,6.8,High,6.0
22,Female,Mexico,Undergraduate,Facebook,Networking,6.4,212,1.0,1.4,6.2,High,5.0
19,Male,France,Undergraduate,Instagram,Entertainment,4.7,176,2.2,0.9,7.2,Medium,7.0
24,Female,Canada,Graduate,TikTok,Entertainment,5.6,201,2.0,0.9,6.7,High,6.0
21,Male,UK,Undergraduate,Facebook,Networking,6.2,203,1.0,2.1,6.3,High,5.0
23,Female,Italy,Graduate,Twitter,News,4.8,161,3.5,1.4,7.1,High,7.0
20,Male,Russia,Undergraduate,Instagram,Entertainment,6.9,213,1.0,0.9,5.9,Very High,4.0
22,Female,China,Undergraduate,WeChat,News,5.7,169,4.2,1.5,6.7,High,6.0
19,Male,Japan,Undergraduate,Twitter,News,4.4,153,2.2,1.4,7.4,High,8.0
24,Female,Poland,Graduate,TikTok,Entertainment,6.1,197,2.1,0.9,6.4,Very High,5.0
21,Male,Finland,Undergraduate,Instagram,Entertainment,4.3,140,2.8,1.9,7.5,Medium,7.0
23,Female,Spain,Graduate,Facebook,Networking,6.4,215,1.2,1.0,6.2,Very High,5.0
20,Male,Denmark,Undergraduate,Twitter,News,4.5,169,3.6,1.5,7.3,Low,7.0
22,Female,Ireland,Undergraduate,Instagram,Entertainment,5.9,184,1.0,1.1,6.5,High,6.0
19,Male,India,Undergraduate,TikTok,Entertainment,7.2,241,1.0,1.5,5.7,Very High,4.0
24,Female,Switzerland,Graduate,Facebook,Networking,4.6,144,4.9,1.7,7.2,High,7.0
21,Male,Turkey,Undergraduate,Instagram,Entertainment,6.8,231,1.0,1.2,6.0,Very High,5.0
23,Female,USA,Graduate,Twitter,News,5.3,187,2.9,2.0,6.8,High,6.0
22,Male,Mexico,Undergraduate,Facebook,Networking,6.3,190,2.5,1.4,6.2,Very High,5.0
20,Female,France,Undergraduate,Instagram,Entertainment,4.8,171,3.1,1.7,7.1,High,7.0
23,Male,Canada,Graduate,TikTok,Entertainment,5.7,179,1.8,1.8,6.6,Very High,6.0
21,Female,UK,Undergraduate,Twitter,News,6.2,211,1.0,1.8,6.3,Very High,5.0
24,Male,Italy,Graduate,Facebook,Networking,4.7,148,3.8,1.8,7.2,Medium,7.0
19,Female,Russia,Undergraduate,Instagram,Entertainment,6.8,204,1.1,1.3,5.9,Very High,4.0
22,Male,China,Undergraduate,WeChat,Entertainment,5.6,177,1.6,1.2,6.7,High,6.0
20,Female,Japan,Undergraduate,Twitter,News,4.3,139,3.8,1.5,7.5,High,8.0
23,Male,Poland,Graduate,TikTok,Entertainment,6.2,193,1.3,1.8,6.3,High,5.0
21,Female,Finland,Undergraduate,Instagram,Entertainment,4.4,159,3.2,2.1,7.4,Medium,7.0
24,Male,Spain,Graduate,Facebook,Networking,6.5,212,2.0,1.6,6.1,Very High,5.0
19,Female,Denmark,Undergraduate,Twitter,News,4.6,162,2.3,2.0,7.3,Medium,7.0
22,Male,Ireland,Undergraduate,Instagram,Entertainment,5.8,177,3.0,1.6,6.6,Very High,6.0
20,Female,India,Undergraduate,TikTok,Entertainment,7.1,210,1.0,1.6,5.8,Very High,4.0
